line,filename,tool,target,type,num_configs,variability
141,umount.c,IKOS,toybox_0_7_5,null-pointer-deref,54,True
60,split.c,IKOS,toybox_0_7_5,buffer-overflow,66,True
110,inotifyd.c,IKOS,toybox_0_7_5,buffer-overflow,64,True
253,bzcat.c,IKOS,toybox_0_7_5,buffer-overflow,102,True
274,find.c,IKOS,toybox_0_7_5,buffer-overflow,70,True
1523,ps.c,IKOS,toybox_0_7_5,null-pointer-deref,108,True
38,hwclock.c,IKOS,toybox_0_7_5,buffer-overflow,49,True
1106,lib.c,IKOS,toybox_0_7_5,buffer-overflow,94,True
314,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
191,date.c,IKOS,toybox_0_7_5,unknown-memory-access,54,True
342,sort.c,IKOS,toybox_0_7_5,unreachable,45,True
57,chrt.c,IKOS,toybox_0_7_5,buffer-overflow,62,True
110,id.c,IKOS,toybox_0_7_5,unreachable,56,True
97,du.c,IKOS,toybox_0_7_5,buffer-overflow,67,True
112,dirtree.c,IKOS,toybox_0_7_5,unknown-function-call-pointer,143,True
140,passwd.c,IKOS,toybox_0_7_5,ignored-call-side-effect,83,True
49,mknod.c,IKOS,toybox_0_7_5,buffer-overflow,58,True
1499,ps.c,IKOS,toybox_0_7_5,null-pointer-deref,108,True
1096,lib.c,IKOS,toybox_0_7_5,buffer-overflow,69,True
87,touch.c,IKOS,toybox_0_7_5,unreachable,56,True
898,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
245,lib.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
111,id.c,IKOS,toybox_0_7_5,null-pointer-deref,149,True
334,patch.c,IKOS,toybox_0_7_5,ignored-call-side-effect,63,True
226,md5sum.c,IKOS,toybox_0_7_5,buffer-overflow,9,True
54,rfkill.c,IKOS,toybox_0_7_5,buffer-overflow,61,True
80,kill.c,IKOS,toybox_0_7_5,ignored-call-side-effect,98,True
911,lib.c,IKOS,toybox_0_7_5,unknown-memory-access,146,True
60,shred.c,IKOS,toybox_0_7_5,buffer-overflow,66,True
30,printenv.c,IKOS,toybox_0_7_5,buffer-overflow,55,True
76,getmountlist.c,IKOS,toybox_0_7_5,null-pointer-deref,153,True
527,ls.c,IKOS,toybox_0_7_5,unreachable,74,True
46,cal.c,IKOS,toybox_0_7_5,null-pointer-deref,51,True
102,lib.c,IKOS,toybox_0_7_5,unreachable,1000,False
95,acpi.c,IKOS,toybox_0_7_5,unknown-memory-access,54,True
64,microcom.c,IKOS,toybox_0_7_5,buffer-overflow,51,True
424,ls.c,IKOS,toybox_0_7_5,unknown-memory-access,74,True
84,ls.c,IKOS,toybox_0_7_5,signed-int-overflow,74,True
118,touch.c,IKOS,toybox_0_7_5,buffer-overflow,56,True
56,xxd.c,IKOS,toybox_0_7_5,buffer-overflow,56,True
1019,sed.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
69,microcom.c,IKOS,toybox_0_7_5,buffer-overflow,51,True
28,chroot.c,IKOS,toybox_0_7_5,buffer-overflow,69,True
857,sed.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
118,sort.c,IKOS,toybox_0_7_5,null-pointer-deref,45,True
57,uniq.c,IKOS,toybox_0_7_5,ignored-call-side-effect,67,True
395,xwrap.c,IKOS,toybox_0_7_5,ignored-call-side-effect,210,True
875,ps.c,IKOS,toybox_0_7_5,buffer-overflow,157,True
679,sed.c,IKOS,toybox_0_7_5,unknown-memory-access,63,True
63,truncate.c,IKOS,toybox_0_7_5,unreachable,51,True
290,ifconfig.c,IKOS,toybox_0_7_5,null-pointer-deref,69,True
308,find.c,IKOS,toybox_0_7_5,ignored-call-side-effect,70,True
171,find.c,IKOS,toybox_0_7_5,unknown-memory-access,70,True
42,dirtree.c,IKOS,toybox_0_7_5,signed-int-overflow,236,True
123,ifconfig.c,IKOS,toybox_0_7_5,buffer-overflow,69,True
57,xxd.c,IKOS,toybox_0_7_5,division-by-zero,56,True
144,find.c,IKOS,toybox_0_7_5,null-pointer-deref,70,True
37,renice.c,IKOS,toybox_0_7_5,null-pointer-deref,51,True
134,sysctl.c,IKOS,toybox_0_7_5,null-pointer-deref,62,True
837,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
126,cpio.c,IKOS,toybox_0_7_5,buffer-overflow,59,True
411,args.c,IKOS,toybox_0_7_5,unknown-memory-access,1000,False
378,find.c,IKOS,toybox_0_7_5,null-pointer-deref,70,True
30,lsmod.c,IKOS,toybox_0_7_5,unknown-memory-access,47,True
81,ftpget.c,IKOS,toybox_0_7_5,ignored-call-side-effect,96,True
1442,ps.c,IKOS,toybox_0_7_5,unknown-memory-access,108,True
205,main.c,IKOS,toybox_0_7_5,buffer-overflow,1000,False
249,tail.c,IKOS,toybox_0_7_5,signed-int-underflow,87,True
496,ls.c,IKOS,toybox_0_7_5,unreachable,46,True
41,cal.c,IKOS,toybox_0_7_5,unknown-memory-access,51,True
109,cut.c,IKOS,toybox_0_7_5,buffer-overflow,57,True
197,md5sum.c,IKOS,toybox_0_7_5,signed-int-overflow,9,True
32,cal.c,IKOS,toybox_0_7_5,ignored-call-side-effect,51,True
91,killall.c,IKOS,toybox_0_7_5,buffer-overflow,59,True
304,find.c,IKOS,toybox_0_7_5,unknown-memory-access,70,True
382,cp.c,IKOS,toybox_0_7_5,unknown-memory-access,57,True
711,sed.c,IKOS,toybox_0_7_5,buffer-overflow,63,True
1748,ps.c,IKOS,toybox_0_7_5,unreachable,36,True
148,login.c,IKOS,toybox_0_7_5,unknown-memory-access,54,True
154,dirtree.c,IKOS,toybox_0_7_5,unknown-memory-access,234,True
1044,ps.c,IKOS,toybox_0_7_5,ignored-call-side-effect,98,True
283,grep.c,IKOS,toybox_0_7_5,unknown-memory-access,39,True
144,patch.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
121,id.c,IKOS,toybox_0_7_5,unknown-memory-access,93,True
105,id.c,IKOS,toybox_0_7_5,null-pointer-deref,149,True
21,test_human_readable.c,IKOS,toybox_0_7_5,buffer-overflow,60,True
238,lsattr.c,IKOS,toybox_0_7_5,unknown-memory-access,66,True
836,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
187,getmountlist.c,IKOS,toybox_0_7_5,buffer-overflow,153,True
68,pmap.c,IKOS,toybox_0_7_5,unknown-memory-access,59,True
105,printf.c,IKOS,toybox_0_7_5,unknown-memory-access,69,True
170,cpio.c,IKOS,toybox_0_7_5,free,59,True
61,modinfo.c,IKOS,toybox_0_7_5,unknown-memory-access,69,True
1197,ps.c,IKOS,toybox_0_7_5,buffer-overflow,60,True
298,args.c,IKOS,toybox_0_7_5,null-pointer-deref,1000,False
57,lspci.c,IKOS,toybox_0_7_5,buffer-overflow,79,True
59,head.c,IKOS,toybox_0_7_5,signed-int-overflow,54,True
93,passwd.c,IKOS,toybox_0_7_5,ignored-free,83,True
89,date.c,IKOS,toybox_0_7_5,ignored-call-side-effect,54,True
509,sed.c,IKOS,toybox_0_7_5,signed-int-overflow,63,True
305,sort.c,IKOS,toybox_0_7_5,unreachable,45,True
78,umount.c,IKOS,toybox_0_7_5,ignored-call-side-effect,54,True
207,patch.c,IKOS,toybox_0_7_5,ignored-call-side-effect,63,True
68,vconfig.c,IKOS,toybox_0_7_5,ignored-call-side-effect,58,True
88,cut.c,IKOS,toybox_0_7_5,unknown-memory-access,57,True
57,stat.c,IKOS,toybox_0_7_5,ignored-call-side-effect,59,True
91,portability.h,IKOS,toybox_0_7_5,ignored-call-side-effect,185,True
194,md5sum.c,IKOS,toybox_0_7_5,buffer-overflow,9,True
542,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
1127,lib.c,IKOS,toybox_0_7_5,null-pointer-deref,74,True
39,comm.c,IKOS,toybox_0_7_5,ignored-call-side-effect,70,True
165,ftpget.c,IKOS,toybox_0_7_5,buffer-overflow,96,True
76,vconfig.c,IKOS,toybox_0_7_5,buffer-overflow,58,True
53,su.c,IKOS,toybox_0_7_5,buffer-overflow,59,True
232,xwrap.c,IKOS,toybox_0_7_5,unreachable,81,True
80,od.c,IKOS,toybox_0_7_5,buffer-overflow,52,True
738,sed.c,IKOS,toybox_0_7_5,null-pointer-deref,63,True
261,cpio.c,IKOS,toybox_0_7_5,ignored-call-side-effect,59,True
74,echo.c,IKOS,toybox_0_7_5,signed-int-overflow,53,True
144,dirtree.c,IKOS,toybox_0_7_5,buffer-overflow,234,True
297,sort.c,IKOS,toybox_0_7_5,ignored-store,79,True
399,patch.c,IKOS,toybox_0_7_5,ignored-call-side-effect,63,True
1411,ps.c,IKOS,toybox_0_7_5,unknown-memory-access,108,True
205,grep.c,IKOS,toybox_0_7_5,ignored-free,39,True
138,password.c,IKOS,toybox_0_7_5,ignored-call-side-effect,83,True
1156,lib.c,IKOS,toybox_0_7_5,unknown-memory-access,191,True
548,find.c,IKOS,toybox_0_7_5,buffer-overflow,70,True
231,xwrap.c,IKOS,toybox_0_7_5,unreachable,81,True
101,paste.c,IKOS,toybox_0_7_5,ignored-free,51,True
81,taskset.c,IKOS,toybox_0_7_5,unknown-memory-access,65,True
216,lib.c,IKOS,toybox_0_7_5,null-pointer-deref,157,True
162,od.c,IKOS,toybox_0_7_5,signed-int-overflow,60,True
159,passwd.c,IKOS,toybox_0_7_5,ignored-free,83,True
